iter	MultiClass
291	0.01385605964
292	0.01380543807
293	0.01374818754
294	0.01368429529
295	0.01364097289
296	0.01359829244
297	0.01355471868
298	0.01350479234
299	0.01345397578
300	0.01341034148
301	0.01336914047
302	0.01332353716
303	0.01328381413
304	0.01323740702
305	0.01318173761
306	0.01313876818
307	0.01309641891
308	0.01305518623
309	0.01300077528
310	0.01293507254
311	0.01289721618
312	0.01285167481
313	0.01281307467
314	0.01278509388
315	0.01273433814
316	0.01268863736
317	0.01265146994
318	0.01261301836
319	0.01255372186
320	0.01251530081
321	0.01247364552
322	0.01243815159
323	0.0123733657
324	0.01233995706
325	0.0122970981
326	0.01224631876
327	0.01221326253
328	0.01215340725
329	0.01209293805
330	0.01205162755
331	0.01199267405
332	0.01193791868
333	0.0118932828
334	0.01186148781
335	0.01182994062
336	0.01178532235
337	0.01174965421
338	0.01171169454
339	0.01167502986
340	0.01164830044
341	0.01160611027
342	0.01156418824
343	0.01153095333
344	0.01149295717
345	0.01145455829
346	0.01141677927
347	0.01138448409
348	0.0113522676
349	0.01131715601
350	0.01128531772
351	0.0112446861
352	0.01121626236
353	0.01116788227
354	0.01113264574
355	0.01109258797
356	0.01106161438
357	0.01102145207
358	0.01099186574
359	0.01095983783
360	0.01093629943
361	0.010907929
362	0.01087614001
363	0.01084299838
364	0.01079607959
365	0.01077034952
366	0.01074034817
367	0.01071769365
368	0.01067998507
369	0.01065475232
370	0.01061749635
371	0.0105935687
372	0.01055459677
373	0.01052797501
374	0.01050286475
375	0.01048123402
376	0.01045195195
377	0.0104159286
378	0.01038750704
379	0.01035967456
380	0.01031840309
381	0.01028201127
382	0.01025633281
383	0.01023105079
384	0.0102120306
385	0.0101894639
386	0.01017250681
387	0.01014789385
388	0.01012360412
389	0.01010237274
390	0.01007514873
391	0.0100421928
392	0.01001572824
393	0.009984893685
394	0.009956593085
395	0.009914787143
396	0.009889624804
397	0.009866508861
398	0.009841909964
399	0.009814565228
400	0.009788071042
401	0.009755613591
402	0.009737881321
403	0.009715397069
404	0.009699269543
405	0.009676098945
406	0.009657148185
407	0.00963090044
408	0.009606455537
409	0.009568133941
410	0.009525543321
411	0.009506719219
412	0.009477506138
413	0.009454750837
414	0.009425388675
415	0.009408476553
416	0.009385524187
417	0.009351603662
418	0.009334800867
419	0.00931202587
420	0.009287964954
421	0.009268492385
422	0.009235097198
423	0.009205587868
424	0.009168699833
425	0.0091548328
426	0.009126646821
427	0.009088329942
428	0.009065640333
429	0.00904695247
430	0.009019444143
431	0.009004310107
432	0.00898319418
433	0.008960159268
434	0.008941342397
435	0.008919649941
436	0.00890446562
437	0.008878750268
438	0.008849800765
439	0.008825186653
440	0.008800294733
441	0.008781873963
442	0.008760467663
443	0.008733511589
444	0.008714232988
445	0.00868036713
446	0.008661541193
447	0.008640467766
448	0.008619778458
449	0.008599385429
450	0.008581348305
451	0.008558323359
452	0.008541965212
453	0.008507045553
454	0.00848598839
455	0.008469154827
456	0.008451551375
457	0.008435460798
458	0.008413782078
459	0.008394544495
460	0.008376195183
461	0.0083517357
462	0.008327196048
463	0.008301207223
464	0.008281368086
465	0.008262937546
466	0.008246366882
467	0.008224194042
468	0.008203659947
469	0.008183957044
470	0.008163463487
471	0.008146709172
472	0.008133929777
473	0.008105455438
474	0.008086449428
475	0.008066157021
476	0.008054042311
477	0.008037348958
478	0.008021876074
479	0.007994161544
480	0.007979987633
481	0.007959795202
482	0.007943010836
483	0.007920822162
484	0.007902519733
485	0.007887592888
486	0.007873573192
487	0.00785819237
488	0.00783939662
489	0.007822003349
490	0.007796124782
491	0.007779049377
492	0.007757692514
493	0.00773830103
494	0.00771887869
495	0.007695937781
496	0.007677378811
497	0.007661998264
498	0.007643610097
499	0.007629273149
500	0.007611120682
501	0.007596154398
502	0.007580411072
503	0.007558321525
504	0.007532224662
505	0.007517546532
506	0.007505317698
507	0.007492263913
508	0.007480519274
509	0.007465830942
510	0.007451212905
511	0.007428722144
512	0.007415560635
513	0.007399225859
514	0.007388184055
515	0.007375542279
516	0.007364844954
517	0.007347709447
518	0.007331665311
519	0.00731939797
520	0.007308280144
521	0.007291388589
522	0.007279435929
523	0.007266031067
524	0.007249875065
525	0.007235494736
526	0.007223667745
527	0.007210077568
528	0.007192982776
529	0.007176967305
530	0.007162542581
531	0.007148507895
532	0.007132795217
533	0.007118034591
534	0.007104105064
535	0.007090939344
536	0.007069656624
537	0.007058072556
538	0.007044960566
539	0.00702741207
540	0.007014997434
541	0.006998655584
542	0.006983788586
543	0.006974601073
544	0.006957721353
545	0.006937073518
546	0.006917705168
547	0.006898488351
548	0.006885562542
549	0.006863150402
550	0.006851426806
551	0.00683962073
552	0.006823362328
553	0.006809130403
554	0.006792938982
555	0.006779180337
556	0.006766452811
557	0.006753695254
558	0.006735474158
559	0.006723129959
560	0.006708759943
561	0.006694495219
562	0.006678368249
563	0.006659207667
564	0.00664513437
565	0.006624800459
566	0.006610544317
567	0.006599754624
568	0.006589118359
569	0.006577399145
570	0.006560723179
571	0.006547184463
572	0.006537985469
573	0.006524337329
574	0.00651216296
575	0.006500835637
576	0.006486422272
577	0.006479314061
578	0.006460408595
579	0.006451461918
580	0.006442032089
581	0.006423791797
582	0.006407331151
583	0.006399349744
584	0.006388636334
585	0.006372091783
586	0.006362585682
587	0.006351881287
588	0.006339472719
589	0.006327000375
590	0.006317139503
591	0.006307620419
592	0.006295064775
593	0.006277201996
594	0.006267485103
595	0.006259344541
596	0.006250520387
597	0.006242021501
598	0.006227229674
599	0.006217030116
600	0.006203408042
601	0.0061939013
602	0.006184640399
603	0.006175798345
604	0.006160721118
605	0.006150148259
606	0.006137511471
607	0.006120504102
608	0.006114298807
609	0.006099383115
610	0.006091506906
611	0.006083879692
612	0.006077324823
613	0.006063137786
614	0.006046482478
615	0.006036740361
616	0.006024117705
617	0.006013103511
618	0.006004407933
619	0.005990796454
620	0.005980789588
621	0.005972137997
622	0.005963978733
623	0.0059553129
624	0.005946070191
625	0.005937333872
626	0.005928357953
627	0.0059181612
628	0.005909509763
629	0.005899443908
630	0.005889942518
631	0.005876795105
632	0.005865467659
633	0.005856761065
634	0.005850799847
635	0.005842287901
636	0.005833392492
637	0.00582485507
638	0.005817225976
639	0.005808859431
640	0.00579620507
641	0.005788761713
642	0.005780276537
643	0.005770477035
644	0.00575945872
645	0.005749513504
646	0.005738492066
647	0.005730131782
648	0.005721164028
649	0.005710780513
650	0.005699956395
651	0.005689878146
652	0.005679635294
653	0.005670557787
654	0.005655207992
655	0.005647060826
656	0.005639384594
657	0.005632695997
658	0.005625420429
659	0.005618360512
660	0.005606471697
661	0.005600179279
662	0.005592330381
663	0.005579008442
664	0.005573055011
665	0.005564681141
666	0.005556674261
667	0.005544683879
668	0.005532475463
669	0.005524614743
670	0.005515193969
671	0.005507919594
672	0.005498114355
673	0.00548903056
674	0.005482382503
675	0.005472205026
676	0.005462290186
677	0.005455092936
678	0.00544791516
679	0.005441005383
680	0.005432079099
681	0.005426551946
682	0.005418759535
683	0.005411282
684	0.005397353054
685	0.005390909563
686	0.005380731422
687	0.005372252134
688	0.005361226126
689	0.0053543574
690	0.005346490577
691	0.00533708904
692	0.005330660061
693	0.005317710584
694	0.005309193831
695	0.005301280887
696	0.005291307461
697	0.005285978411
698	0.005279241421
699	0.00527268163
700	0.005266603387
701	0.005259560727
702	0.005252826754
703	0.005245683696
704	0.005235263093
705	0.005226764381
706	0.005220873794
707	0.005215827878
708	0.005208570282
709	0.005199618116
710	0.005193769415
711	0.005187007646
712	0.00518071433
713	0.005171342409
714	0.005165404593
715	0.005157558838
716	0.00514656935
717	0.005139901179
718	0.005132443297
719	0.005126270237
720	0.005117577849
721	0.005110527775
722	0.005103477811
723	0.005097491302
724	0.005091304636
725	0.005085943512
726	0.005079115632
727	0.005069598644
728	0.005062671446
729	0.005055364317
730	0.005046798051
731	0.005041678501
732	0.00503538122
733	0.005027941255
734	0.005020401804
735	0.005012183598
736	0.005004321678
737	0.004996608049
738	0.004990245653
739	0.004983836858
740	0.004976557702
741	0.004971574496
742	0.004961937915
743	0.004956611026
744	0.004951061032
745	0.004945420466
746	0.004937153573
747	0.004927634847
748	0.004921410307
749	0.004912998035
750	0.004907126448
751	0.004900430703
752	0.004894863186
753	0.004889593734
754	0.004883520514
755	0.004874833085
756	0.004866840134
757	0.004861373657
758	0.004853808874
759	0.004848982527
760	0.004841480438
761	0.004835593915
762	0.004828116026
763	0.004821835014
764	0.004816988699
765	0.004810591254
766	0.004802607706
767	0.004792905627
768	0.00478497657
769	0.004778865325
770	0.004773419254
771	0.004766728953
772	0.004760455878
773	0.00475583562
774	0.004750412503
775	0.004744008709
776	0.004738896878
777	0.004732363196
778	0.00472610866
779	0.004720844083
780	0.004717279734
781	0.004711032198
782	0.004705801826
783	0.00470062759
784	0.004692417037
785	0.004686978634
786	0.004682397764
787	0.004676846526
788	0.004672693054
789	0.004667662336
790	0.004661720366
791	0.004656923008
792	0.004650521146
793	0.004644222941
794	0.004634626493
795	0.004624320588
796	0.004618466788
797	0.004612536034
798	0.00460426252
799	0.004594342801
800	0.004588526037
801	0.004578855763
802	0.00457188223
803	0.004565722093
804	0.004559194483
805	0.004554113218
806	0.004549601787
807	0.004543503434
808	0.004537819607
809	0.004530392832
810	0.004524878778
811	0.004519264658
812	0.004512137017
813	0.004507167224
814	0.004502012466
815	0.004496409192
816	0.004491848816
817	0.00448436233
818	0.004479622567
819	0.004475319939
820	0.00447067424
821	0.004463145225
822	0.004458237889
823	0.004452054577
824	0.004448129902
825	0.004442038374
826	0.004437292461
827	0.004432847146
828	0.004429351051
829	0.004422607322
830	0.004417394452
831	0.004411923985
832	0.004405641057
833	0.004400833663
834	0.004394762145
835	0.004389985862
836	0.004384948177
837	0.004380808913
838	0.004375392502
839	0.004369398544
840	0.004362604811
841	0.004357554202
842	0.004352228611
843	0.004347023193
844	0.004341007542
845	0.004334645944
846	0.004329516998
847	0.004324547851
848	0.004320345322
849	0.004315356141
850	0.004311202064
851	0.004306492417
852	0.004300130053
853	0.004294002956
854	0.004287433315
855	0.004283675083
856	0.004277615821
857	0.004272918095
858	0.004268323318
859	0.004260426403
860	0.004255349128
861	0.004249241272
862	0.004244336172
863	0.004239236525
864	0.004234908092
865	0.004229527103
866	0.004223532788
867	0.004218313386
868	0.004213574919
869	0.004208868863
870	0.00420326145
871	0.004198829308
872	0.004194702103
873	0.004188259749
874	0.004183984915
875	0.004178275515
876	0.004172842234
877	0.004168256311
878	0.004164358288
879	0.00415997216
880	0.004156131088
881	0.004151302549
882	0.004146363827
883	0.004142193224
884	0.004137765835
885	0.004133850667
886	0.004128687511
887	0.004120409242
888	0.004112554046
889	0.004108052502
890	0.004102615246
891	0.004097405649
892	0.004090143692
893	0.004082476616
894	0.004078980495
895	0.004071243597
896	0.004066729148
897	0.004062569903
898	0.004058033724
899	0.00405404848
900	0.004050729278
901	0.004045974943
902	0.004041991892
903	0.004034432324
904	0.004027832771
905	0.004023750535
906	0.004020625338
907	0.004012084198
908	0.004008445348
909	0.004004890538
910	0.004000928812
911	0.0039965351
912	0.003992690977
913	0.00398804748
914	0.003982709997
915	0.003979175006
916	0.003973096265
917	0.003968371208
918	0.003965021557
919	0.003957362843
920	0.003951837236
921	0.003945813383
922	0.003941168869
923	0.003936669943
924	0.003932039222
925	0.003925895909
926	0.003922567373
927	0.003918924937
928	0.003914435948
929	0.003907860578
930	0.003904276183
931	0.003899190636
932	0.003894930941
933	0.003889216889
934	0.003884102696
935	0.003880206965
936	0.003876067681
937	0.003872145412
938	0.003868861732
939	0.003864923771
940	0.003860971408
941	0.003855775367
942	0.003852678783
943	0.003848252257
944	0.003842328833
945	0.003837460772
946	0.003833745949
947	0.003830605593
948	0.003827406333
949	0.003823486506
950	0.003818546534
951	0.003812891553
952	0.003808986708
953	0.00380320263
954	0.003799649091
955	0.00379674014
956	0.003793009674
957	0.003788727662
958	0.003783782221
959	0.003779873876
960	0.003776225657
961	0.00377234658
962	0.003767862665
963	0.003764690589
964	0.003761323218
965	0.003757502294
966	0.003753665066
967	0.003749501537
968	0.003746103118
969	0.003740589828
970	0.003737506644
971	0.003734761399
972	0.003730955853
973	0.003727664201
974	0.003723841725
975	0.003718761064
976	0.003715716102
977	0.00371317009
978	0.003709659658
979	0.003703980081
980	0.003699869324
981	0.003695316832
982	0.003692009225
983	0.003687061796
984	0.003683488642
985	0.003680855533
986	0.003678001062
987	0.003674421221
988	0.003671214275
989	0.003667811631
990	0.003664269113
991	0.003661092591
992	0.003657124508
993	0.003651763408
994	0.003646910872
995	0.003641833522
996	0.003638101289
997	0.003634766145
998	0.003631355331
999	0.003626625279
